flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft,live.updated,live.latitude,live.longitude,live.altitude,live.direction,live.speed_horizontal,live.speed_vertical,live.is_ground
2026-06-06,scheduled,,Harbin,Asia/Shanghai,HRB,ZYHB,T2,45,,2026-06-06T12:35:00+00:00,2026-06-06T12:35:00+00:00,,,,Nanjing Lukou International Airport,Asia/Shanghai,NKG,ZSNJ,2,,6,2026-06-06T15:15:00+00:00,,,,,,Xiamen Air,MF,CXA,3398,MF3398,CXA3398,,,,,781931,china eastern airlines,mu,ces,2720,mu2720,ces2720,,,,,,,,,
2026-06-06,scheduled,,Harbin,Asia/Shanghai,HRB,ZYHB,T2,45,,2026-06-06T12:35:00+00:00,2026-06-06T12:35:00+00:00,,,,Nanjing Lukou International Airport,Asia/Shanghai,NKG,ZSNJ,2,,6,2026-06-06T15:15:00+00:00,,,,,,Sichuan Airlines,3U,CSC,5086,3U5086,CSC5086,,,,,781931,china eastern airlines,mu,ces,2720,mu2720,ces2720,,,,,,,,,
2026-06-06,scheduled,,Don Muang,Asia/Bangkok,DMK,VTBD,2,46,,2026-06-06T08:35:00+00:00,2026-06-06T08:35:00+00:00,,,,Hat Yai,Asia/Bangkok,HDY,VTSS,,05D,2,2026-06-06T10:05:00+00:00,,,,,,Thai Lion Air,SL,TLM,704,SL704,TLM704,,,,,8832B1,,,,,,,,,,,,,,,
2026-06-06,active,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,B96,,2026-06-06T09:10:00+00:00,2026-06-06T09:10:00+00:00,,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-06-06T11:45:00+00:00,75.0,,,,,Xiamen Air,MF,CXA,7489,MF7489,CXA7489,,,,,781229,china eastern airlines,mu,ces,6184,mu6184,ces6184,,,,,,,,,
2026-06-06,active,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,B96,,2026-06-06T09:10:00+00:00,2026-06-06T09:10:00+00:00,,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-06-06T11:45:00+00:00,75.0,,,,,China United Airlines,KN,CUA,6242,KN6242,CUA6242,,,,,781229,china eastern airlines,mu,ces,6184,mu6184,ces6184,,,,,,,,,
2026-06-06,active,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,B96,,2026-06-06T09:10:00+00:00,2026-06-06T09:10:00+00:00,,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-06-06T11:45:00+00:00,75.0,,,,,Sichuan Airlines,3U,CSC,5372,3U5372,CSC5372,,,,,781229,china eastern airlines,mu,ces,6184,mu6184,ces6184,,,,,,,,,
2026-06-06,scheduled,,Hohhot,Asia/Shanghai,HET,ZBHH,,101,,2026-06-06T15:55:00+00:00,2026-06-06T15:55:00+00:00,,,,Xilinhot,Asia/Shanghai,XIL,ZBXH,,,,2026-06-06T16:55:00+00:00,,,,,,Sichuan Airlines,3U,CSC,4373,3U4373,CSC4373,,,,,781430,china express airlines,g5,hxa,4401,g54401,hxa4401,,,,,,,,,
2026-06-06,scheduled,,Hohhot,Asia/Shanghai,HET,ZBHH,,101,,2026-06-06T15:55:00+00:00,2026-06-06T15:55:00+00:00,,,,Xilinhot,Asia/Shanghai,XIL,ZBXH,,,,2026-06-06T16:55:00+00:00,,,,,,Loong Air,GJ,CDC,5951,GJ5951,CDC5951,,,,,781430,china express airlines,g5,hxa,4401,g54401,hxa4401,,,,,,,,,
2026-06-06,active,,Kushiro,Asia/Tokyo,KUH,RJCK,,A,,2026-06-06T10:00:00+00:00,2026-06-06T10:00:00+00:00,2026-06-06T10:19:00+00:00,2026-06-06T10:19:00+00:00,2026-06-06T10:19:00+00:00,Haneda Airport,Asia/Tokyo,HND,RJTT,1,,,2026-06-06T11:50:00+00:00,,2026-06-06T11:40:00+00:00,,,,Japan Airlines,JL,JAL,540,JL540,JAL540,,JA323J,B738,B738,8514F8,,,,,,,,2026-06-06T01:44:49+00:00,40.8342,142.66,11582.4,209.41,750.492,1.188,False
2026-06-06,active,,Asahikawa,Asia/Tokyo,AKJ,RJEC,,2,,2026-06-06T09:50:00+00:00,2026-06-06T09:50:00+00:00,2026-06-06T10:12:00+00:00,2026-06-06T10:12:00+00:00,2026-06-06T10:12:00+00:00,Haneda Airport,Asia/Tokyo,HND,RJTT,1,,,2026-06-06T11:40:00+00:00,,2026-06-06T11:37:00+00:00,,,,Japan Airlines,JL,JAL,552,JL552,JAL552,,,,,862DB6,,,,,,,,,,,,,,,
2026-06-06,active,,Itami,Asia/Tokyo,ITM,RJOO,,17,,2026-06-06T10:20:00+00:00,2026-06-06T10:20:00+00:00,,,,Haneda Airport,Asia/Tokyo,HND,RJTT,1,,,2026-06-06T11:30:00+00:00,,,,,,Japan Airlines,JL,JAL,112,JL112,JAL112,,JA319J,B738,B738,851230,,,,,,,,2026-06-06T01:44:57+00:00,34.7556,136.776,7620.0,91.98,909.864,1.188,False
2026-06-06,landed,,,,IWK,RJOI,,1,,2026-06-06T08:55:00+00:00,2026-06-06T08:55:00+00:00,2026-06-06T09:15:00+00:00,2026-06-06T09:15:00+00:00,2026-06-06T09:15:00+00:00,Haneda Airport,Asia/Tokyo,HND,RJTT,2,,,2026-06-06T10:25:00+00:00,,2026-06-06T10:20:00+00:00,2026-06-06T10:17:00+00:00,2026-06-06T10:17:00+00:00,2026-06-06T10:17:00+00:00,United Airlines,UA,UAL,7920,UA7920,UAL7920,,,,,84BAC2,all nippon airways,nh,ana,634,nh634,ana634,,,,,,,,,
2026-06-06,scheduled,,Mareeba,Australia/Brisbane,MRG,YMBA,,,,2026-06-06T12:00:00+00:00,2026-06-06T12:00:00+00:00,,,,Horn Island,Australia/Brisbane,HID,YHID,,,,2026-06-06T15:00:00+00:00,,,,,,empty,,,,,,,,,,7C4707,,,,,,,,,,,,,,,
2026-06-06,scheduled,,Coconut Island,Australia/Brisbane,CNC,YCCT,,,,2026-06-06T13:50:00+00:00,2026-06-06T13:50:00+00:00,,,,Horn Island,Australia/Brisbane,HID,YHID,,,,2026-06-06T14:18:00+00:00,,,,,,empty,,,,,,,,,,7C809C,,,,,,,,,,,,,,,
2026-06-06,active,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,109,,2026-06-06T10:25:00+00:00,2026-06-06T10:25:00+00:00,,,,George Bush Intercontinental,America/Chicago,IAH,KIAH,E,,,2026-06-06T08:45:00+00:00,15.0,,,,,United Airlines,UA,UAL,7936,UA7936,UAL7936,,,,,86E822,all nippon airways,nh,ana,114,nh114,ana114,,,,,,,,,
2026-06-06,active,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,105,,2026-06-06T10:20:00+00:00,2026-06-06T10:20:00+00:00,,,,Washington Dulles International,America/New_York,IAD,KIAD,,,17,2026-06-06T10:05:00+00:00,,,,,,Thai Airways,TG,THA,6084,TG6084,THA6084,,,,,,all nippon airways,nh,ana,102,nh102,ana102,,,,,,,,,
2026-06-06,active,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,105,,2026-06-06T10:20:00+00:00,2026-06-06T10:20:00+00:00,,,,Washington Dulles International,America/New_York,IAD,KIAD,,,17,2026-06-06T10:05:00+00:00,,,,,,Singapore Airlines,SQ,SIA,5922,SQ5922,SIA5922,,,,,,all nippon airways,nh,ana,102,nh102,ana102,,,,,,,,,
2026-06-06,active,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,105,,2026-06-06T10:20:00+00:00,2026-06-06T10:20:00+00:00,,,,Washington Dulles International,America/New_York,IAD,KIAD,,,17,2026-06-06T10:05:00+00:00,,,,,,United Airlines,UA,UAL,7942,UA7942,UAL7942,,,,,,all nippon airways,nh,ana,102,nh102,ana102,,,,,,,,,
2026-06-06,active,,Haneda Airport,Asia/Tokyo,HND,RJTT,2,702,,2026-06-06T10:15:00+00:00,2026-06-06T10:15:00+00:00,,,,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,3,,,2026-06-06T16:00:00+00:00,,,,,,United Airlines,UA,UAL,7943,UA7943,UAL7943,,,,,,all nippon airways,nh,ana,855,nh855,ana855,,,,,,,,,
2026-06-06,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,1,4,,2026-06-06T10:10:00+00:00,2026-06-06T10:10:00+00:00,,,,Hiroshima Airport,Asia/Tokyo,HIJ,RJOA,,,,2026-06-06T11:35:00+00:00,,,,,,Japan Airlines,JL,JAL,257,JL257,JAL257,,,,,862D50,,,,,,,,,,,,,,,
2026-06-06,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,1,15,,2026-06-06T10:00:00+00:00,2026-06-06T10:00:00+00:00,,,,Kagoshima,Asia/Tokyo,KOJ,RJFK,D,,,2026-06-06T11:50:00+00:00,,,,,,Japan Airlines,JL,JAL,645,JL645,JAL645,,,,,861EDE,,,,,,,,,,,,,,,
2026-06-06,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,1,9,,2026-06-06T10:00:00+00:00,2026-06-06T10:00:00+00:00,,,,Kumamoto,Asia/Tokyo,KMJ,RJFT,,,,2026-06-06T11:50:00+00:00,,,,,,Japan Airlines,JL,JAL,627,JL627,JAL627,,,,,861E9A,,,,,,,,,,,,,,,
2026-06-06,active,,Horn Island,Australia/Brisbane,HID,YHID,,,,2026-06-06T11:40:00+00:00,2026-06-06T11:40:00+00:00,,,,Yam Island,Australia/Brisbane,XMY,YYMI,,,,2026-06-06T12:07:00+00:00,,,,,,empty,,,,,,,,,,7C809C,,,,,,,,,,,,,,,
2026-06-06,active,,Shevchenko,Asia/Aqtau,SCO,UATE,,,,2026-06-06T06:20:00+00:00,2026-06-06T06:20:00+00:00,2026-06-06T06:24:00+00:00,2026-06-06T06:24:00+00:00,2026-06-06T06:24:00+00:00,Atyrau International,Asia/Aqtau,GUW,UATG,,,,2026-06-06T07:20:00+00:00,,2026-06-06T07:03:00+00:00,,,,FlyArystan,FS,AYN,7278,FS7278,AYN7278,,,,,4CADD6,,,,,,,,,,,,,,,
2026-06-06,active,,Atyrau International,Asia/Aqtau,GUW,UATG,,,,2026-06-06T06:25:00+00:00,2026-06-06T06:25:00+00:00,2026-06-06T06:20:00+00:00,2026-06-06T06:20:00+00:00,2026-06-06T06:20:00+00:00,Shevchenko,Asia/Aqtau,SCO,UATE,,,,2026-06-06T07:25:00+00:00,,2026-06-06T07:01:00+00:00,,,,FlyArystan,FS,AYN,7297,FS7297,AYN7297,,EI-KBG,A320,A320,4CAC00,,,,,,,,2026-06-06T01:44:45+00:00,44.7649,51.3039,7277.1,190.0,733.392,0.0,False
2026-06-06,scheduled,,Atyrau International,Asia/Aqtau,GUW,UATG,,,,2026-06-06T10:30:00+00:00,2026-06-06T10:30:00+00:00,,,,Heydar Aliyev International (Bina International),Asia/Baku,GYD,UBBB,,,,2026-06-06T11:05:00+00:00,,,,,,AlphaSky,AS,JAG,1348,AS1348,JAG1348,,,,,4850C4,,,,,,,,,,,,,,,
2026-06-06,scheduled,,Haikou,Asia/Shanghai,HAK,ZJHK,1,,,2026-06-06T15:55:00+00:00,2026-06-06T15:55:00+00:00,,,,Xiamen,Asia/Shanghai,XMN,ZSAM,3,18,,2026-06-06T17:40:00+00:00,,,,,,China Express Airlines,G5,HXA,9288,G59288,HXA9288,,,,,780EAC,xiamen air,mf,cxa,8342,mf8342,cxa8342,,,,,,,,,
2026-06-06,scheduled,,Haikou,Asia/Shanghai,HAK,ZJHK,1,,,2026-06-06T15:55:00+00:00,2026-06-06T15:55:00+00:00,,,,Xiamen,Asia/Shanghai,XMN,ZSAM,3,18,,2026-06-06T17:40:00+00:00,,,,,,China Southern Airlines,CZ,CSN,4245,CZ4245,CSN4245,,,,,780EAC,xiamen air,mf,cxa,8342,mf8342,cxa8342,,,,,,,,,
2026-06-06,scheduled,,Haikou,Asia/Shanghai,HAK,ZJHK,1,,,2026-06-06T15:55:00+00:00,2026-06-06T15:55:00+00:00,,,,Xiamen,Asia/Shanghai,XMN,ZSAM,3,18,,2026-06-06T17:40:00+00:00,,,,,,Sichuan Airlines,3U,CSC,2466,3U2466,CSC2466,,,,,780EAC,xiamen air,mf,cxa,8342,mf8342,cxa8342,,,,,,,,,
2026-06-06,scheduled,,Haikou,Asia/Shanghai,HAK,ZJHK,1,,,2026-06-06T15:45:00+00:00,2026-06-06T15:45:00+00:00,,,,Jinan,Asia/Shanghai,TNA,ZSJN,,,,2026-06-06T19:10:00+00:00,,,,,,Tibet Airlines,TV,TBA,3436,TV3436,TBA3436,,,,,7813F2,shandong airlines,sc,cdg,8852,sc8852,cdg8852,,,,,,,,,
2026-06-06,scheduled,,Haikou,Asia/Shanghai,HAK,ZJHK,1,,,2026-06-06T15:45:00+00:00,2026-06-06T15:45:00+00:00,,,,Jinan,Asia/Shanghai,TNA,ZSJN,,,,2026-06-06T19:10:00+00:00,,,,,,China Express Airlines,G5,HXA,8484,G58484,HXA8484,,,,,7813F2,shandong airlines,sc,cdg,8852,sc8852,cdg8852,,,,,,,,,
2026-06-06,scheduled,,Haikou,Asia/Shanghai,HAK,ZJHK,1,,,2026-06-06T15:45:00+00:00,2026-06-06T15:45:00+00:00,,,,Jinan,Asia/Shanghai,TNA,ZSJN,,,,2026-06-06T19:10:00+00:00,,,,,,Air China,CA,CCA,8772,CA8772,CCA8772,,,,,7813F2,shandong airlines,sc,cdg,8852,sc8852,cdg8852,,,,,,,,,
2026-06-06,scheduled,,Heydar Aliyev International (Bina International),Asia/Baku,GYD,UBBB,,,,2026-06-06T08:20:00+00:00,2026-06-06T08:20:00+00:00,,,,Findel,Europe/Luxembourg,LUX,ELLX,,,,2026-06-06T11:09:00+00:00,,,,,,Cargolux,CV,CLX,901,CV901,CLX901,,,,,4D0103,,,,,,,,,,,,,,,
2026-06-06,scheduled,,Heydar Aliyev International (Bina International),Asia/Baku,GYD,UBBB,,,,2026-06-06T07:00:00+00:00,2026-06-06T07:00:00+00:00,,,,Atyrau International,Asia/Aqtau,GUW,UATG,,,,2026-06-06T09:20:00+00:00,,,,,,AlphaSky,AS,JAG,1347,AS1347,JAG1347,,,,,4850C4,,,,,,,,,,,,,,,
2026-06-06,active,,Grafton,Australia/Sydney,GFN,YGFN,,,,2026-06-06T11:00:00+00:00,2026-06-06T11:00:00+00:00,,,,Glen Innes,Australia/Sydney,GLI,YGLI,,,,2026-06-06T11:40:00+00:00,,,,,,empty,,,,,,,,,,7C74A0,,,,,,,,,,,,,,,
2026-06-06,scheduled,,Fukuoka,Asia/Tokyo,FUK,RJFF,D,10,,2026-06-06T10:05:00+00:00,2026-06-06T10:05:00+00:00,,,,Haneda Airport,Asia/Tokyo,HND,RJTT,1,,,2026-06-06T11:45:00+00:00,,,,,,Japan Airlines,JL,JAL,308,JL308,JAL308,,JA07XJ,A359,A359,841C60,,,,,,,,2026-06-06T01:44:59+00:00,33.5532,131.778,7741.92,77.72,966.636,28.08,False
2026-06-06,scheduled,,Shepparton,Australia/Melbourne,SHT,YSHT,,,,2026-06-06T11:00:00+00:00,2026-06-06T11:00:00+00:00,,,,Dubbo,Australia/Sydney,DBO,YSDU,,,,2026-06-06T13:06:00+00:00,,,,,,empty,,,,,,,,,,7C0A4E,,,,,,,,,,,,,,,
